distance,gt_gap_coverage,i,image,j,rank,roi_area_fraction,roi_xyxy,valley_score
28.009037838392096,0.06188081085200427,17,10375.png,15,0,0.007183612624653028,"[268, 534, 354, 625]",0.03947716951370239
28.009037838392096,0.06188081085200427,15,10375.png,17,1,0.007183612624653028,"[268, 534, 354, 625]",0.03947710990905762
34.907605009892215,0.06523395823807346,12,10375.png,14,2,0.009972242212398478,"[339, 497, 436, 609]",0.04483073949813843
34.907605009892215,0.06523395823807346,14,10375.png,12,3,0.009972242212398478,"[339, 497, 436, 609]",0.04483062028884888
36.84825385607984,0.07796067672610882,13,10375.png,10,4,0.013300606559062404,"[513, 470, 628, 596]",0.05681192874908447
36.84825385607984,0.07796067672610882,10,10375.png,13,5,0.013300606559062404,"[513, 470, 628, 596]",0.05681180953979492
38.0532518807663,0.09053497942386832,9,10375.png,11,6,0.012772804711480562,"[415, 463, 530, 584]",0.04666191339492798
38.0532518807663,0.09053497942386832,11,10375.png,9,7,0.012772804711480562,"[415, 463, 530, 584]",0.04666191339492798
37.9714333574092,0.06173127821890083,15,10520.png,17,0,0.00789666595525532,"[301, 597, 412, 712]",0.034502506256103516
37.9714333574092,0.06173127821890083,17,10520.png,15,1,0.00789666595525532,"[301, 597, 412, 712]",0.034502387046813965
44.92237583946965,0.08204888681301573,14,10520.png,13,2,0.010000587687634743,"[381, 537, 499, 674]",0.026610612869262695
44.92237583946965,0.08204888681301573,13,10520.png,14,3,0.010000587687634743,"[381, 537, 499, 674]",0.02661055326461792
47.38882069508887,0.09964191187918418,11,10520.png,9,4,0.012341440329599971,"[593, 493, 726, 643]",0.047299206256866455
47.38882069508887,0.09964191187918418,9,10520.png,11,5,0.012341440329599971,"[593, 493, 726, 643]",0.04729914665222168
47.715055454219986,0.08998910166588821,10,10520.png,12,6,0.012493620496070225,"[475, 494, 607, 647]",0.03914058208465576
47.715055454219986,0.08998910166588821,12,10520.png,10,7,0.012493620496070225,"[475, 494, 607, 647]",0.03914058208465576
38.722212390254164,0.06228212874738555,15,10618.png,20,0,0.006637818915535243,"[595, 739, 724, 866]",0.04911297559738159
38.722212390254164,0.06228212874738555,20,10618.png,15,1,0.006637818915535243,"[595, 739, 724, 866]",0.04911297559738159
46.793319715877075,0.06861491982337904,14,10618.png,13,2,0.008259289421545867,"[686, 672, 821, 823]",0.048786282539367676
46.793319715877075,0.06861491982337904,13,10618.png,14,3,0.008259289421545867,"[686, 672, 821, 823]",0.0487862229347229
48.32659344115793,0.07924703695096444,12,10618.png,10,4,0.010104411031833817,"[917, 620, 1070, 783]",0.06819182634353638
48.32659344115793,0.07924703695096444,10,10618.png,12,5,0.010104411031833817,"[917, 620, 1070, 783]",0.0681917667388916
48.49043730354171,0.07273994887287939,9,10618.png,11,6,0.009335002613314533,"[790, 620, 934, 780]",0.06488019227981567
48.49043730354171,0.07273994887287939,11,10618.png,9,7,0.009335002613314533,"[790, 620, 934, 780]",0.06488019227981567
41.04518378909529,0.06593687984123936,15,10624.png,17,0,0.012199005828796647,"[320, 678, 457, 815]",0.01809808611869812
41.04518378909529,0.06593687984123936,17,10624.png,15,1,0.012199005828796647,"[320, 678, 457, 815]",0.018098056316375732
46.42850005987436,0.08040458357339479,10,10624.png,13,2,0.01641526406372679,"[638, 608, 792, 772]",0.03143477439880371
46.42850005987436,0.08040458357339479,13,10624.png,10,3,0.01641526406372679,"[638, 608, 792, 772]",0.03143477439880371
49.31274294030325,0.09256769733051662,12,10624.png,9,4,0.014778027360506653,"[522, 596, 665, 755]",0.02104860544204712
49.31274294030325,0.09256769733051662,9,10624.png,12,5,0.014778027360506653,"[522, 596, 665, 755]",0.02104857563972473
49.519046592258164,0.09896933615005442,11,10624.png,14,6,0.01458239089854982,"[418, 624, 560, 782]",0.050024598836898804
49.519046592258164,0.09896933615005442,14,10624.png,11,7,0.01458239089854982,"[418, 624, 560, 782]",0.05002453923225403
36.94399705752799,0.06679870363701837,15,11852.png,18,0,0.012201189832341806,"[243, 645, 384, 777]",0.009472876787185669
36.94399705752799,0.06679870363701837,18,11852.png,15,1,0.012201189832341806,"[243, 645, 384, 777]",0.009472876787185669
44.61664191327556,0.09074540871444005,10,11852.png,12,2,0.018499762361309142,"[573, 535, 743, 701]",0.02426472306251526
44.61664191327556,0.09074540871444005,12,11852.png,10,3,0.018499762361309142,"[573, 535, 743, 701]",0.02426472306251526
46.25300187270785,0.09248589605089425,14,11852.png,13,4,0.014159988200009833,"[340, 579, 484, 729]",0.029987573623657227
46.25300187270785,0.09248589605089425,13,11852.png,14,5,0.014159988200009833,"[340, 579, 484, 729]",0.02998754382133484
48.571272992538844,0.0978273916696675,11,11852.png,9,6,0.015343264991723619,"[448, 527, 599, 682]",0.03529411554336548
48.571272992538844,0.0978273916696675,9,11852.png,11,7,0.015343264991723619,"[448, 527, 599, 682]",0.03529408574104309
46.80609779065034,0.06888773208398404,17,11945.png,18,0,0.013893102402162221,"[256, 592, 399, 747]",0.02707749605178833
46.80609779065034,0.06888773208398404,18,11945.png,17,1,0.013893102402162221,"[256, 592, 399, 747]",0.02707749605178833
53.679055986326,0.08537220197813639,9,11945.png,11,2,0.019627101985964613,"[611, 468, 784, 649]",0.05130726099014282
53.679055986326,0.08537220197813639,11,11945.png,9,3,0.019627101985964613,"[611, 468, 784, 649]",0.05130714178085327
55.05800565358066,0.08849557522123894,16,11945.png,13,4,0.0170340153792538,"[357, 524, 515, 696]",0.05014854669570923
55.05800565358066,0.08849557522123894,13,11945.png,16,5,0.0170340153792538,"[357, 524, 515, 696]",0.05014848709106445
55.480078464547944,0.095552085140841,10,11945.png,12,6,0.01787142502551091,"[476, 477, 638, 653]",0.059536516666412354
55.480078464547944,0.095552085140841,12,11945.png,10,7,0.01787142502551091,"[476, 477, 638, 653]",0.059536516666412354
42.3002993951438,0.0717795548704114,17,12498.png,16,0,0.012921390214797136,"[336, 718, 498, 872]",0.038989484310150146
42.3002993951438,0.0717795548704114,16,12498.png,17,1,0.012921390214797136,"[336, 718, 498, 872]",0.03898939490318298
52.21095921072807,0.08917044031216881,15,12498.png,14,2,0.015131927870591356,"[427, 629, 593, 805]",0.04166668653488159
52.21095921072807,0.08917044031216881,14,12498.png,15,3,0.015131927870591356,"[427, 629, 593, 805]",0.041666656732559204
54.15077096862417,0.08382310434531265,12,12498.png,8,4,0.018111595896313976,"[691, 567, 878, 754]",0.0659169852733612
54.15077096862417,0.08382310434531265,8,12498.png,12,5,0.018111595896313976,"[691, 567, 878, 754]",0.06591695547103882
55.63988824251452,0.09283167935253878,9,12498.png,13,6,0.016569709626093873,"[549, 575, 721, 761]",0.06482473015785217
55.63988824251452,0.09283167935253878,13,12498.png,9,7,0.016569709626093873,"[549, 575, 721, 761]",0.06482473015785217
36.85855549309523,0.07186227587684835,16,12627.png,17,0,0.011869572041435596,"[219, 619, 339, 740]",0.015507996082305908
36.85855549309523,0.07186227587684835,17,12627.png,16,1,0.011869572041435596,"[219, 619, 339, 740]",0.01550796627998352
44.05650281370877,0.09857846989070648,10,12627.png,13,2,0.016947656168253635,"[505, 537, 647, 683]",0.04761910438537598
44.05650281370877,0.09857846989070648,13,12627.png,10,3,0.016947656168253635,"[505, 537, 647, 683]",0.04761907458305359
46.09273998820857,0.09950710765054646,15,12627.png,11,4,0.015790945118761116,"[295, 569, 432, 710]",0.05597579479217529
46.09273998820857,0.09950710765054646,11,12627.png,15,5,0.015790945118761116,"[295, 569, 432, 710]",0.05597573518753052
48.85529297889945,0.10757911279377098,22,12627.png,21,6,0.013301768337344354,"[472, 901, 616, 1014]",0.03921574354171753
48.85529297889945,0.10757911279377098,21,12627.png,22,7,0.013301768337344354,"[472, 901, 616, 1014]",0.03921562433242798
42.0262182972088,0.0828540793449654,17,12827.png,18,0,0.00921101573676681,"[311, 967, 474, 1125]",0.06478127837181091
42.0262182972088,0.0828540793449654,18,12827.png,17,1,0.00921101573676681,"[311, 967, 474, 1125]",0.06478124856948853
47.534168828904605,0.0906521103421386,13,12827.png,16,2,0.009619098712446351,"[424, 922, 587, 1087]",0.04330253601074219
47.534168828904605,0.0906521103421386,16,12827.png,13,3,0.009619098712446351,"[424, 922, 587, 1087]",0.04330253601074219
50.44826601414165,0.08943366799883029,14,12827.png,10,4,0.012640915593705294,"[688, 890, 876, 1078]",0.03555560111999512
50.44826601414165,0.08943366799883029,10,12827.png,14,5,0.012640915593705294,"[688, 890, 876, 1078]",0.03555554151535034
