image,rank,pair_a,pair_b,peak_a_y,peak_a_x,peak_b_y,peak_b_x,peak_min,neck_score,saddle_score,gray_valley_score,two_side_support,basin_balance,score,roi_xyxy,component_id,seam_gt_fg_fraction,seam_gt_gap_fraction,seam_gt_interinstance_fraction,seam_destructive_fg_fraction,roi_gt_gap_coverage
10004.png,1,4,6,1258,715,1287,607,31.25699921617557,0.5386026369065333,0.5386026369065333,0.08359955968389592,0.15353313998405413,0.02357242507336316,0.3670914430625021,"[579, 1250, 648, 1314]",19,1.0,0.0,0.0,1.0,0.0
10004.png,2,2,4,1159,583,1258,715,38.01315561749642,0.3832956925528511,0.38329569255285106,0.054319814009670966,0.1622175190916955,0.02631452350026459,0.26788999689788273,"[547, 1132, 621, 1221]",19,1.0,0.0,0.0,1.0,0.0
10004.png,3,4,5,1258,715,1186,778,32.449961479175904,0.14117637103200387,0.1411763710320038,0.03245651945200263,0.04073930722440613,0.001659691153124549,0.09893084856586387,"[757, 1167, 796, 1208]",19,1.0,0.0,0.0,1.0,0.0
10004.png,4,1,4,1230,666,1258,715,38.01315561749642,0.0,0.0,0.09650935975704468,0.015509189202798304,0.0002405349497281955,0.026453718319680915,"[649, 1210, 683, 1247]",19,1.0,0.0,0.0,1.0,0.0
10004.png,5,3,4,1176,665,1258,715,38.01315561749642,0.013612554133248467,0.013612554133248491,0.05389527538032574,0.012013366299123543,0.0001443209698369173,0.023443356269899053,"[648, 1158, 682, 1194]",19,1.0,0.0,0.0,1.0,0.0
10055.png,1,1,2,1205,818,1294,758,34.539832078341085,0.2483873521370511,0.24838735213705104,0.07728901751236045,0.11953953892988327,0.014289701367569076,0.18628559649980325,"[738, 1271, 800, 1314]",20,1.0,0.0,0.0,1.0,0.0
10055.png,2,1,2,1171,926,1168,1006,23.53720459187964,0.15915310594989196,0.15915310594989196,0.0,0.05034630684813054,0.002534750613246116,0.10304380959715476,"[993, 1151, 1020, 1182]",19,1.0,0.0,0.0,1.0,0.0
10144.png,1,1,2,1278,795,1264,721,30.0,0.7060521509370176,0.7060521509370176,0.04379049841979284,0.5786680919778457,0.3348567606732806,0.5213791289638356,"[749, 1232, 829, 1332]",20,1.0,0.0,0.0,1.0,0.07591623036649214
10144.png,2,1,2,1440,702,1437,642,17.0,0.6685976819254396,0.6685976819254396,0.0,0.6297963727603061,0.39664347114203846,0.4956280650693097,"[621, 1413, 739, 1458]",24,0.8665458937198067,0.0,0.0,0.8665458937198067,0.0
10144.png,3,1,2,1375,860,1392,800,42.15447781671598,0.06003807518321358,0.060038075183213545,0.0,0.043835816528251415,0.0019215788106985198,0.04259821758916585,"[837, 1356, 886, 1396]",22,1.0,0.0,0.0,1.0,0.0
10474.png,1,1,2,1667,404,1659,328,29.698484809834994,0.07786842514008985,0.07786842514008982,0.06391605709995327,0.018371058252118568,0.0003374957813027337,0.06545572809686,"[315, 1645, 343, 1673]",19,1.0,0.0,0.0,1.0,0.0
10474.png,2,4,6,1609,642,1438,696,47.50789408087881,0.0661434837615229,0.06614348376152294,0.0,0.019050499159383845,0.0003629215182216846,0.042543665130821334,"[673, 1414, 721, 1464]",18,1.0,0.0,0.0,1.0,0.0
10474.png,3,4,5,1609,642,1600,591,48.91829923454004,0.05238135905108843,0.05238135905108847,0.0,0.007099701854280813,5.040576641967841e-05,0.03249377070879519,"[570, 1579, 613, 1622]",18,1.0,0.0,0.0,1.0,0.0
10474.png,4,3,4,1552,461,1609,642,49.33558553417604,0.02845922610056184,0.02845922610056183,0.0,0.01680096104245823,0.0002822722919501991,0.019595679816705836,"[439, 1527, 485, 1574]",18,1.0,0.0,0.0,1.0,0.0
10474.png,5,1,4,1420,502,1609,642,49.33558553417604,0.0,0.0,0.02320979198048135,0.011880073483573221,0.00014113614597509956,0.007584459017656321,"[481, 1398, 526, 1443]",18,1.0,0.0,0.0,1.0,0.0
10474.png,6,2,4,1514,581,1609,642,49.33558553417604,0.0,0.0,0.0,0.009525249579691922,9.073037955542114e-05,0.0014287874369537884,"[560, 1493, 604, 1536]",18,1.0,0.0,0.0,1.0,0.0
10526.png,1,1,4,1148,623,1133,470,33.52610922848042,0.2241199454360081,0.22411994543600808,0.0,0.036886067774845384,0.001360581995890487,0.14000487742783166,"[454, 1117, 496, 1152]",20,1.0,0.0,0.0,1.0,0.0
10526.png,2,1,2,1148,623,1177,532,37.8549864614954,0.1290426094343311,0.1290426094343311,0.01716991856058351,0.04149159830006655,0.0017215527294940857,0.08794178504575452,"[513, 1158, 553, 1200]",20,1.0,0.0,0.0,1.0,0.0
10526.png,3,1,5,1148,623,1085,518,26.0,0.09886969381236643,0.09886969381236646,0.0,0.010538876507098682,0.0001110679180318765,0.06090264776348467,"[506, 1073, 532, 1100]",20,1.0,0.0,0.0,1.0,0.0
10526.png,4,1,3,1148,623,1218,612,34.655446902326915,0.08372529668939899,0.08372529668939895,0.0,0.021077753014197363,0.000444271672127506,0.05339684096576899,"[592, 1201, 629, 1234]",20,1.0,0.0,0.0,1.0,0.0
10621.png,1,1,2,945,748,925,713,18.681541692269406,0.1613301953487256,0.16133019534872567,0.04096198671892806,0.0441855446775722,0.001952362358453729,0.11366644559060324,"[702, 913, 724, 936]",21,1.0,0.0,0.0,1.0,0.0
10685.png,1,1,2,982,562,958,470,22.561028345356956,0.9258763397660438,0.9258763397660437,0.11512494537456987,0.6996034941066744,0.48944504896626767,0.6892475643192699,"[432, 960, 497, 991]",24,0.7283018867924528,0.07924528301886792,0.17735849056603772,0.5849056603773585,0.6323529411764706
10685.png,2,1,2,881,494,872,435,26.076809620810597,0.016798042862174567,0.016798042862174543,0.0,0.1285355972711001,0.01652139976583843,0.029359165307969746,"[478, 862, 510, 908]",20,1.0,0.0,0.0,1.0,0.0
10693.png,1,1,2,841,566,835,524,8.0,0.6801683825073892,0.6801683825073892,0.0,0.7708556385066915,0.5942184154175589,0.5237293752804372,"[500, 825, 587, 857]",21,0.8588907014681892,0.0,0.0,0.8588907014681892,0.0
10693.png,2,1,2,961,484,959,516,25.0,0.26199192090287726,0.26199192090287726,0.0,0.16362113384378835,0.026771875440326897,0.18173832261829462,"[442, 944, 543, 973]",24,1.0,0.0,0.0,1.0,0.0
10693.png,3,1,2,863,462,850,404,22.20360331117452,0.12846819413360178,0.12846819413360175,0.14720519472843147,0.03861608354997233,0.0014912019087384432,0.11967462769476477,"[390, 838, 417, 863]",20,1.0,0.0,0.0,1.0,0.0
10693.png,4,1,3,961,484,963,456,24.041630560342615,0.09418606783797345,0.09418606783797344,0.07449812916983267,0.02374064932394798,0.0005636184303226716,0.07869727039383444,"[445, 952, 469, 976]",24,1.0,0.0,0.0,1.0,0.0
10727.png,1,2,3,1198,826,1205,882,26.68332812825267,0.14454305565464964,0.14454305565464967,0.051036530881081246,0.07407457710160817,0.005487042972782094,0.11059615267830133,"[851, 1190, 905, 1219]",20,1.0,0.0,0.0,1.0,0.0
10727.png,2,1,2,1086,779,1198,826,27.0,0.05767360696603985,0.05767360696603984,0.0,0.20664255685370544,0.04270114630303689,0.06560054770767973,"[753, 1065, 837, 1110]",20,0.9929660023446659,0.007033997655334115,0.0492379835873388,0.9507620164126612,0.08037825059101655
10779.png,1,1,3,1053,581,1031,638,22.561028345356956,0.9148714283471364,0.9148714283471365,0.22115358994768863,0.6920255118008426,0.47889930898321814,0.7080150812653303,"[484, 1013, 622, 1094]",20,0.7737642585551331,0.08745247148288973,0.0,0.7737642585551331,0.7168949771689498
10779.png,2,1,2,1053,581,1041,529,31.016124838541646,0.27128461416856753,0.2712846141685675,0.08129270541664274,0.22547525763709708,0.0508390918065153,0.21691523350086572,"[489, 1020, 586, 1058]",20,1.0,0.0,0.05680473372781065,0.9431952662721893,0.0410958904109589
10779.png,3,3,4,1031,638,1042,681,20.518284528683193,0.11811017029737825,0.11811017029737826,0.07426412611774807,0.032103928115789784,0.001030662200463798,0.09424772292523244,"[671, 1032, 693, 1054]",20,1.0,0.0,0.0,1.0,0.0
10833.png,1,1,2,1257,601,1250,543,37.48332962798263,0.14048930584044161,0.14048930584044161,0.11510568560146592,0.04773233850533692,0.0022783761391880694,0.12022985568043199,"[527, 1233, 567, 1271]",19,1.0,0.0,0.0,1.0,0.0
11013.png,1,1,2,1077,784,1069,745,22.02271554554524,0.23391865382534993,0.23391865382534996,0.12917089015974664,0.11660134799978955,0.013595874355368026,0.19013411703511507,"[727, 1056, 767, 1083]",22,1.0,0.0,0.0,1.0,0.0
11152.png,1,1,4,1098,583,1111,685,41.0,0.3759309651280016,0.3759309651280016,0.0,0.14011454500436019,0.019632085721778877,0.246575760827455,"[624, 1056, 712, 1142]",12,0.4826689774696707,0.011265164644714038,0.004332755632582322,0.48180242634315423,0.08582089552238806
11152.png,2,1,3,1098,583,1212,585,48.662100242385755,0.25890211527534823,0.25890211527534823,0.0,0.0833661094735715,0.006949908208759507,0.16784618558624465,"[547, 1177, 611, 1239]",12,1.0,0.0,0.102880658436214,0.897119341563786,0.055970149253731345
11152.png,3,1,2,1098,583,1083,495,51.0,0.07757142364188663,0.07757142364188663,0.0,0.022069335327550253,0.00048705556179985763,0.04985325448426451,"[471, 1060, 520, 1109]",12,0.14150943396226415,0.0,0.0,0.14150943396226415,0.16417910447761194
11201.png,1,1,2,1108,369,1116,402,8.94427190999916,0.6053297872304908,0.6053297872304908,0.01913156804797998,0.29151764583759165,0.08498253783469151,0.4117084112259282,"[359, 1098, 393, 1118]",26,0.92018779342723,0.0,0.0,0.92018779342723,0.0
11201.png,2,1,2,982,600,970,559,20.591260281974,0.18792078532318424,0.18792078532318426,0.04384891302758218,0.14718275532834055,0.021662763466042154,0.14579211275005718,"[584, 964, 614, 997]",21,1.0,0.0,0.0,1.0,0.0
11201.png,3,1,2,978,497,976,440,27.459060435491963,0.0,0.0,0.0,0.04054646448892323,0.0016440157825515125,0.006081969673338484,"[484, 962, 512, 996]",20,1.0,0.0,0.0,1.0,0.0
11283.png,1,1,2,1184,544,1180,502,14.560219778561036,0.5539718562588902,0.5539718562588903,0.0,0.32329730481693775,0.10452114730189596,0.3808777094778748,"[484, 1162, 570, 1196]",24,1.0,0.0,0.0,1.0,0.0
11283.png,2,3,4,1120,607,1034,572,18.0,0.13077750391822252,0.13077750391822254,0.0,0.017012191477069345,0.0002894146588524709,0.08101833107249393,"[563, 1025, 583, 1045]",19,1.0,0.0,0.0,1.0,0.0
11283.png,3,2,3,1075,694,1120,607,26.419689627245813,0.08548208102076926,0.08548208102076929,0.0,0.05032274103185477,0.0025323782649591202,0.05883765976723978,"[680, 1061, 713, 1094]",19,1.0,0.0,0.0,1.0,0.0
11283.png,4,1,3,1053,633,1120,607,26.419689627245813,0.0,0.0,0.0,0.10417797131336191,0.010853049706967658,0.015626695697004287,"[617, 1032, 666, 1070]",19,1.0,0.0,0.0,1.0,0.0
11285.png,1,1,2,983,604,984,568,18.0,0.147500371901242,0.14750037190124202,0.07464921740606002,0.11345054894280689,0.01287102705542422,0.12418010983368125,"[583, 974, 619, 995]",26,1.0,0.0,0.0,1.0,0.0
11382.png,1,1,2,1120,472,1210,431,30.479501308256342,0.37789938450035054,0.3778993845003505,0.08135464061017333,0.5714704526756084,0.3265784782812647,0.3327988587540949,"[436, 1043, 505, 1177]",20,1.0,0.0,0.0,1.0,0.0
11488.png,1,1,2,1094,634,1115,721,21.213203435596427,0.7491252380884149,0.7491252380884149,0.04003118627539897,0.382583100613747,0.14636982887522845,0.5168704045139607,"[601, 1066, 657, 1115]",25,0.9646596858638743,0.0,0.0,0.9646596858638743,0.0
11662.png,1,1,2,1096,702,1110,739,15.620499351813308,0.15993107630957648,0.15993107630957648,0.005644740134627994,0.035821055117553645,0.0012831479897348161,0.10274298908703593,"[730, 1101, 748, 1119]",20,1.0,0.0,0.0,1.0,0.0
11666.png,1,1,2,849,403,836,346,23.0,0.0,0.0,0.05472813180699112,0.17436758263464527,0.030404053873849847,0.03983717034694457,"[387, 833, 422, 879]",20,1.0,0.0,0.0,1.0,0.0
11666.png,2,1,2,832,500,822,458,9.0,0.0,0.0,0.0,0.18848790597835316,0.035527690700104496,0.028273185896752973,"[488, 822, 515, 842]",21,1.0,0.0,0.0,1.0,0.0
11784.png,1,1,2,1343,672,1274,643,27.018512172212592,0.34286825465056947,0.3428682546505695,0.0,0.2079447455297971,0.04324101719345207,0.23691266461981125,"[604, 1326, 690, 1360]",23,1.0,0.0,0.0,1.0,0.0
11784.png,2,1,2,1212,573,1312,560,27.459060435491963,0.0,0.0,0.12273278786399251,0.040282672099733914,0.0016226936714946812,0.036725597780958213,"[557, 1196, 590, 1227]",19,1.0,0.0,0.0,1.0,0.0
11917.png,1,1,2,1093,781,1080,738,21.587033144922902,0.34100676935539964,0.3410067693553996,0.0,0.1886113190979713,0.03557422969187675,0.23289575947793545,"[715, 1064, 759, 1096]",21,1.0,0.0,0.0,1.0,0.0
12257.png,1,1,3,1087,773,1077,714,18.384776310850235,0.6828003219414183,0.6828003219414183,0.09179018084451526,0.2520560102151148,0.06353223228556207,0.47043613990824695,"[689, 1060, 733, 1101]",19,0.9116022099447514,0.0,0.0,0.9116022099447514,0.0
12257.png,2,1,2,1087,773,1139,736,27.51363298439521,0.4765731631352441,0.4765731631352441,0.054336800874636396,0.25258387678327454,0.0637986148108684,0.3374156796172967,"[714, 1110, 775, 1155]",19,1.0,0.0,0.0,1.0,0.0
12278.png,1,1,2,1219,837,1173,768,29.68164415931166,0.0,0.0,0.0,0.10023534145911357,0.010047123677425092,0.015035301218867035,"[819, 1202, 855, 1242]",19,1.0,0.0,0.0,1.0,0.0
12445.png,1,1,2,971,542,1034,518,27.459060435491963,0.6017253521422024,0.6017253521422024,0.14798301595395857,0.43755896141037903,0.19145784471052957,0.4636648094853679,"[491, 930, 578, 1018]",22,0.9938461538461538,0.0041025641025641026,0.010256410256410256,0.9866666666666667,0.10438413361169102
12445.png,2,1,2,1082,580,1120,624,25.632011235952593,0.2756658420169308,0.27566584201693073,0.10906024645752416,0.15817406937678918,0.025019036223213314,0.21639067723105784,"[573, 1100, 645, 1134]",24,1.0,0.0,0.0,1.0,0.0
12446.png,1,3,5,1134,659,1019,536,25.0,0.09522164528401034,0.09522164528401035,0.0454165699858638,0.007799538514958701,6.083280104632418e-05,0.06965706044411596,"[524, 1007, 549, 1033]",21,1.0,0.0,0.0,1.0,0.0
12446.png,2,3,4,1134,659,1072,502,30.610455730027933,0.07161083327622997,0.07161083327622994,0.07450302448476082,0.009552444795416839,9.124920156948626e-05,0.0630251228062407,"[487, 1058, 517, 1088]",21,1.0,0.0,0.0,1.0,0.0
12446.png,3,1,2,1170,446,1169,497,13.0,0.05800318210017663,0.058003182100176624,0.013904745244407737,0.09611386626644254,0.009237875288683603,0.05269517551117429,"[434, 1158, 458, 1179]",23,1.0,0.0,0.0,1.0,0.0
12446.png,4,1,3,1059,620,1134,659,34.0,0.0,0.0,0.08637119960553245,0.0477622239770842,0.0022812300392371565,0.028757133497945744,"[603, 1027, 641, 1078]",21,1.0,0.0,0.0,1.0,0.027855153203342618
12446.png,5,2,3,1108,581,1134,659,34.0,0.00025353446366382926,0.00025353446366380313,0.0,0.012332153202738378,0.00015208200261581045,0.002001943658609046,"[565, 1092, 597, 1125]",21,1.0,0.0,0.0,1.0,0.0
12449.png,1,5,6,1342,745,1377,836,31.622776601683793,0.0,0.0,0.0709662545435721,0.019911141174051874,0.0003964535428530239,0.020728234812000805,"[727, 1327, 761, 1360]",19,1.0,0.0,0.0,1.0,0.0
12449.png,2,4,6,1211,691,1377,836,31.622776601683793,0.0,0.0,0.06250716693287778,0.02475279640492694,0.0006127009298637641,0.019339711193958484,"[674, 1195, 708, 1232]",19,1.0,0.0,0.0,1.0,0.0
12449.png,3,1,6,1283,777,1377,836,31.622776601683793,0.0,0.0,0.050118267560076576,0.018984528218646022,0.00036041231168456716,0.015377246122816048,"[762, 1266, 794, 1300]",19,1.0,0.0,0.0,1.0,0.0
12449.png,4,2,6,1295,667,1377,836,31.622776601683793,0.0,0.0,0.029658310737743377,0.012006869894932104,0.00014416492467382686,0.00921560816867566,"[653, 1281, 683, 1313]",19,1.0,0.0,0.0,1.0,0.0
12449.png,5,3,6,1244,882,1377,836,31.622776601683793,0.0,0.0,0.020106764350645033,0.019911141174051874,0.0003964535428530239,0.00801336226376904,"[864, 1228, 898, 1263]",19,1.0,0.0,0.0,1.0,0.0
