background_connected_by_cut,delta_boundary_f1,delta_boundary_iou,delta_component_count_mae,delta_dice,delta_gap_region_fp_rate,delta_iou,delta_recall,image,label_risk,label_safe,overerosion_proxy,prob_safe,safe_nonmerge_gain
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999705773334,1.0
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999601647589694,1.0
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999460674111601,1.0
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999618450540606,1.0
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999483423174548,1.0
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999300614023091,1.0
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999505212718508,1.0
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999330114058491,1.0
1.0,0.000756515590975948,0.0006191471248355729,0.0,3.3545525845890545e-05,-0.00010963109137751559,5.570264307741546e-05,0.0,10375.png,0,1,0.0,0.9999093055923968,1.0
0.0,0.0011496083294187387,0.0009410985995389476,0.0,6.709354550471502e-05,-0.00021926218275503118,0.0001114128329157138,0.0,10375.png,0,1,0.0,0.9999987840746299,1.0
0.0,0.0018104732766321963,0.0014827265784928545,0.0,0.00011742025150063284,-0.00038370881982130456,0.00019499227120545193,0.0,10375.png,0,1,0.0,0.9999978601337058,1.0
0.0,0.0024707794203631117,0.002024354557446706,0.0,0.00016775257014045586,-0.0005481554568875779,0.00027858869833696787,0.0,10375.png,0,1,0.0,0.9999962260259564,1.0
