stem,rank,x_letterbox,y_letterbox,score,log_scale_letterbox,basin_scale_letterbox,log_scale_original,basin_scale_original
10375,0,182.0,306.0,0.8906288743019104,12.200446266812758,16.703293088490067,36.10239956987341,49.42679538319121
10375,1,179.0,276.0,0.875977098941803,10.837121769989654,20.322401432901575,32.06817945600848,60.136116393195586
10375,2,221.0,270.0,0.857401430606842,9.816524536857797,11.224972160321824,29.048125246134138,33.21586942233308
10375,3,188.0,182.0,0.8491224646568298,11.264412098925476,13.784048752090222,33.3325763354526,40.78844534500612
10375,4,221.0,185.0,0.8389917612075806,10.676955372942967,13.856406460551018,31.59423029567526,41.00255939015526
10375,5,154.0,284.0,0.8370065689086914,10.699464676119154,14.38749456993816,31.660837683596522,42.574104783872414
10375,6,137.0,200.0,0.8315842747688293,9.234483019944348,11.045361017187261,27.325803377710056,32.68438121978393
10375,7,161.0,271.0,0.8251662850379944,9.986463284464882,17.175564037317667,29.550991816286054,50.82429463255854
10375,8,146.0,305.0,0.8171491622924805,9.429488129951908,10.488088481701515,27.902843942104038,31.035353364126756
10375,9,133.0,190.0,0.8152151703834534,8.260230158303912,8.426149773176359,24.442887021714814,24.933860556748417
10375,10,169.0,294.0,0.8143100142478943,9.78137094913367,14.45683229480096,28.944102094638176,42.77928238094705
10375,11,121.0,128.0,0.8078982830047607,8.188330118065345,6.48074069840786,24.230127264816115,19.17719115235146
10375,12,194.0,291.0,0.8066239356994629,10.095940946048653,13.784048752090222,29.874947694295525,40.78844534500612
10375,13,257.0,226.0,0.8028554916381836,8.81245559816455,9.746794344808963,26.076979992291548,28.841786297510694
10375,14,162.0,192.0,0.8018860816955566,9.67115754834956,11.874342087037917,28.617969087201722,35.137423113916874
10375,15,159.0,127.0,0.7953176498413086,8.607032703798836,6.928203230275509,25.46911211180554,20.50127969507763
10375,16,158.0,93.0,0.7845303416252136,7.833352618013278,6.164414002968976,23.179711627147608,18.24114729759371
10375,17,161.0,179.0,0.7830691337585449,8.881849090462342,8.831760866327848,26.282322611052845,26.1341063047061
10375,18,195.0,72.0,0.7819341421127319,7.980353990561251,6.928203230275509,23.614704099798622,20.50127969507763
10375,19,234.0,120.0,0.7748764157295227,9.512590310077764,7.416198487095663,28.14875200533548,21.94530882029476
10375,20,236.0,90.0,0.7735916376113892,9.373826918254426,6.244997998398398,27.73813658129938,18.479603788307788
10375,21,195.0,110.0,0.7713164687156677,7.033720176758941,7.54983443527075,20.81351540187305,22.34075160102644
10375,22,279.0,195.0,0.7702428102493286,9.42737180184519,8.0,27.89658150536535,23.67283870136976
10375,23,225.0,172.0,0.767388105392456,8.400715083594006,10.14889156509222,24.858596643760613,30.031634127265026
10375,24,121.0,150.0,0.7604082822799683,7.642395994603816,6.557438524302,22.61465095903131,19.404148059993677
10375,25,191.0,169.0,0.7585895657539368,9.01560490383951,10.392304845413264,26.67812008548387,30.751919542616452
10375,26,197.0,269.0,0.6471759676933289,10.240001450864746,14.317821063276353,30.30123783101418,42.367933573251946
10375,27,208.0,275.0,0.6230048537254333,8.667183584267384,12.206555615733702,25.6471048731902,36.1204777738204
10375,28,138.0,212.0,0.19330677390098572,9.262028484251795,5.291502622129181,27.407313294398126,15.658111007692407
10375,29,161.0,206.0,0.16645681858062744,8.904152693597286,5.291502622129181,26.348321310986954,15.658111007692407
10520,0,198.0,256.0,0.8747735619544983,12.03294296842442,14.89966442575134,47.51304783946303,58.83252920838569
10520,1,194.0,149.0,0.8572032451629639,10.925405571840638,12.328828005937952,43.139846915469136,48.68137382415791
10520,2,171.0,158.0,0.8342801928520203,9.928392181647371,11.224972160321824,39.203058963498925,44.32270980171075
10520,3,173.0,237.0,0.8324913382530212,10.776435547477694,11.832159566199232,42.551626734190464,46.720238348025326
10520,4,186.0,247.0,0.8272973895072937,9.850488005115409,13.0,38.89544802607737,51.331550688293206
